City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nemuro,43.3236,145.575,272.57,58,100,7.75,JP,1704766479
367,bako,5.7833,36.5667,293.09,66,100,1.51,ET,1704766516
368,harper,4.375,-7.7169,299.97,84,67,3.73,LR,1704766514
369,mary,37.0,62.5,285.76,23,100,11.95,TM,1704766518
370,aleksandrovsk-sakhalinskiy,50.8975,142.1561,254.02,82,22,1.46,RU,1704766520
371,east london,-33.0153,27.9116,291.99,92,98,1.36,ZA,1704766521
372,linhares,-19.3911,-40.0722,296.82,98,100,1.22,BR,1704766359
373,bairnsdale,-37.8333,147.6167,291.67,80,100,2.12,AU,1704766523
374,rongelap,11.1635,166.8941,299.91,75,100,7.89,MH,1704766524
375,tomatlan,19.9333,-105.25,293.08,87,91,1.29,MX,1704766525
376,rovaniemi,66.5,25.7167,270.82,100,0,2.57,FI,1704766526
377,melfort,52.8667,-104.6177,255.22,78,87,4.63,CA,1704766527
378,kasulu,-4.5767,30.1025,291.04,91,100,1.3,TZ,1704766528
379,yangliuqing,39.1375,116.9997,274.12,55,96,3.29,CN,1704766529
380,chekmagush,55.1319,54.6556,247.43,100,70,3.42,RU,1704766530
381,copiapo,-27.3667,-70.3333,288.98,63,0,1.52,CL,1704766531
382,the pas,53.8251,-101.2541,248.16,77,40,1.54,CA,1704766532
383,el fasher,13.6279,25.3494,289.55,33,11,3.3,SD,1704766443
384,pont rouge,48.8833,-72.0825,259.31,83,17,3.91,CA,1704766534
385,galesong,-5.3166,119.3661,297.16,73,83,3.53,ID,1704766535
386,lazaro cardenas,17.9583,-102.2,297.98,80,21,2.14,MX,1704766536
387,el calafate,-50.3408,-72.2768,280.94,62,15,5.27,AR,1704766537
388,along,28.1667,94.7667,284.95,55,0,0.4,IN,1704766538
389,kailua-kona,19.6406,-155.9956,301.13,78,75,11.83,US,1704766540
390,mizan teferi,6.9833,35.5833,290.52,72,36,1.03,ET,1704766541
391,talara,-4.5772,-81.2719,297.57,83,40,7.2,PE,1704766542
392,buala,-8.145,159.5921,302.43,78,93,2.26,SB,1704766542
393,kirov,58.5966,49.6601,258.3,94,100,4.02,RU,1704766543
394,jabat,7.75,168.9751,300.61,68,100,8.79,MH,1704766544
395,morogoro,-6.8167,37.6667,294.89,98,100,0.96,TZ,1704766545
396,chihuahua,28.5,-106.0,277.61,14,0,9.44,MX,1704766546
397,mar del plata,-38.0023,-57.5575,293.2,89,0,3.58,AR,1704766332
398,waliso,8.5333,37.9833,288.9,56,100,2.67,ET,1704766548
399,baiyin,36.5583,104.2081,271.0,34,0,1.37,CN,1704766549
400,corner brook,48.9667,-57.9484,268.01,87,100,5.5,CA,1704766278
401,ancud,-41.8697,-73.8203,284.55,72,28,3.67,CL,1704766550
402,tolanaro,-25.0319,46.9987,297.63,87,88,5.8,MG,1704766552
403,smithers,54.7804,-127.1743,268.33,100,100,1.03,CA,1704766552
404,parabel',58.6978,81.4825,257.54,92,100,7.6,RU,1704766553
405,tura,25.5198,90.2201,288.46,65,0,0.76,IN,1704766554
406,minot air force base,48.4209,-101.3391,256.25,82,0,4.12,US,1704766555
407,kingscliff,-28.2667,153.5667,300.34,78,40,3.09,AU,1704766556
408,kavieng,-2.5744,150.7967,302.36,73,100,3.85,PG,1704766557
409,naze,28.3667,129.4833,288.66,88,100,2.37,JP,1704766558
410,as sulayyil,20.4607,45.5779,282.29,38,0,2.63,SA,1704766559
411,nouadhibou,20.931,-17.0347,292.14,59,100,7.2,MR,1704766560
412,ebebiyin,2.1511,11.3353,293.28,99,54,0.99,GQ,1704766561
413,xilin hot,43.9667,116.0333,254.93,94,15,1.37,CN,1704766562
414,susuman,62.7833,148.1667,238.14,97,100,0.89,RU,1704766563
415,colonia,50.9333,6.95,270.29,66,0,1.03,DE,1704766564
416,wapato,46.4476,-120.4203,274.96,93,100,0.33,US,1704766565
417,ajdovscina,45.886,13.9095,276.95,81,87,4.74,SI,1704766566
418,malvan,16.0667,73.4667,297.41,80,96,3.28,IN,1704766567
419,petropavlovsk-kamchatsky,53.0452,158.6483,256.48,60,40,4.0,RU,1704766568
420,joshimath,30.5667,79.5667,277.62,20,0,2.55,IN,1704766569
421,barra do corda,-5.5,-45.25,297.29,90,98,0.2,BR,1704766571
422,new norfolk,-42.7826,147.0587,295.21,30,0,0.78,AU,1704766572
423,morehead city,34.7229,-76.726,280.15,80,20,4.63,US,1704766573
424,ust'-talovka,50.5493,81.85,263.32,88,100,1.99,KZ,1704766574
425,mitu,1.1983,-70.1733,296.84,89,91,0.91,CO,1704766575
426,wuchang,44.9143,127.15,253.21,89,10,2.19,CN,1704766576
427,rabo de peixe,37.8,-25.5833,289.88,72,20,4.12,PT,1704766577
428,shiyan,32.6475,110.7781,284.27,63,100,2.2,CN,1704766578
429,inirida,3.8653,-67.9239,297.97,79,66,0.82,CO,1704766579
430,pohang,36.0322,129.365,276.62,54,100,3.69,KR,1704766580
431,ribeira brava,32.65,-17.0667,292.43,89,100,2.01,PT,1704766581
432,krasnokamensk,50.0979,118.0369,249.82,95,7,2.21,RU,1704766582
433,luau,-10.7073,22.2247,290.66,99,99,1.29,AO,1704766583
434,al mahwit,15.4701,43.5448,284.11,69,2,1.06,YE,1704766584
435,gizo,-8.103,156.8419,302.3,76,96,3.14,SB,1704766585
436,bezenchuk,52.982,49.4333,253.77,99,100,1.39,RU,1704766586
437,hithadhoo,-0.6,73.0833,301.31,74,23,4.49,MV,1704766587
438,camacupa,-12.0167,17.4833,289.8,95,100,1.07,AO,1704766588
439,turpan,42.9333,89.1667,269.88,60,5,0.56,CN,1704766589
440,lagos,6.5833,3.75,298.49,93,3,1.01,NG,1704766376
441,purpe,64.4803,76.6897,253.74,98,100,6.12,RU,1704766590
442,smolyan,41.5853,24.6919,273.31,97,100,2.46,BG,1704766592
443,taoudenni,22.6783,-3.9836,293.01,27,3,4.24,ML,1704766594
444,ola,59.5833,151.2833,250.37,78,100,1.75,RU,1704766595
445,cooper's town,26.8667,-77.5167,295.03,70,100,11.37,BS,1704766596
446,pajara,28.3504,-14.1076,288.88,75,59,2.5,ES,1704766598
447,yemetsk,63.4721,41.7941,255.97,100,83,1.27,RU,1704766598
448,trairi,-3.2778,-39.2689,299.15,81,96,2.85,BR,1704766330
449,rodolfo sanchez taboada,31.7167,-116.5667,287.09,56,0,4.02,MX,1704766600
450,xiaoweizhai,26.1903,107.5125,283.45,94,100,1.26,CN,1704766601
451,kununurra,-15.7667,128.7333,300.14,89,75,2.06,AU,1704766602
452,mukalla,14.5425,49.1242,293.27,43,48,5.29,YE,1704766603
453,reyes,-14.3167,-67.3833,300.11,73,74,1.4,BO,1704766604
454,ad dilam,23.9915,47.1627,282.38,38,0,0.82,SA,1704766605
455,pangody,65.85,74.4859,252.83,98,100,5.03,RU,1704766606
456,hassi messaoud,31.6804,6.0729,277.07,65,0,1.54,DZ,1704766607
457,menongue,-14.6585,17.691,291.18,98,100,1.39,AO,1704766609
458,luwuk,-0.9516,122.7875,303.6,66,47,1.28,ID,1704766610
459,tulagi,-9.0996,160.1476,301.84,73,99,2.55,SB,1704766611
460,okhotsk,59.3833,143.3,243.66,80,93,4.83,RU,1704766612
461,mao,39.8885,4.2658,278.46,93,0,3.09,ES,1704766589
462,dembi dolo,8.5333,34.8,289.11,59,29,1.77,ET,1704766579
463,bayville,40.9106,-73.5621,278.27,80,55,2.3,US,1704766615
464,botou,38.0667,116.5667,271.48,76,98,3.78,CN,1704766616
465,salalah,17.0151,54.0924,295.2,46,0,12.35,OM,1704766617
466,san juan del sur,11.2529,-85.8705,299.88,70,0,10.03,NI,1704766618
467,iwon-up,40.3231,128.6553,272.77,45,92,0.67,KP,1704766619
468,nova vicosa,-17.8919,-39.3719,298.13,89,98,3.43,BR,1704766620
469,nicoya,10.1483,-85.452,298.1,75,30,2.69,CR,1704766621
470,acapulco de juarez,16.8634,-99.8901,300.05,74,40,2.57,MX,1704766520
471,shamkhor,40.8297,46.0189,282.35,43,58,3.96,AZ,1704766623
472,santiago de cao,-7.9589,-79.2392,295.22,88,100,5.66,PE,1704766624
473,vilhena,-12.7406,-60.1458,296.1,87,100,1.04,BR,1704766625
474,daru,-9.0763,143.2092,304.16,64,80,1.19,PG,1704766626
475,saint-joseph,-21.3667,55.6167,296.36,81,54,3.55,RE,1704766627
476,rio grande,-32.035,-52.0986,294.23,85,55,3.62,BR,1704766628
477,lodwar,3.1191,35.5973,302.07,39,97,5.36,KE,1704766629
478,kaa-khem,51.6833,94.7333,252.82,96,100,0.89,RU,1704766588
479,moshi,-3.35,37.3333,293.68,85,80,1.13,TZ,1704766631
480,haiku-pauwela,20.9219,-156.3051,299.16,71,75,13.89,US,1704766632
481,paracuru,-3.41,-39.0306,301.54,83,97,3.25,BR,1704766634
482,sao raimundo nonato,-9.0153,-42.6994,297.03,72,17,1.18,BR,1704766635
483,sansanne-mango,10.3592,0.4708,297.76,14,2,2.48,TG,1704766637
484,juba,4.8517,31.5825,296.11,33,13,0.84,SS,1704766638
485,yuzhno-kurilsk,44.0306,145.8556,268.36,67,99,7.7,RU,1704766639
486,ruwandiz,36.6163,44.5311,282.68,44,97,1.89,IQ,1704766640
487,sunbury,-37.5833,144.7333,297.48,72,75,2.57,AU,1704766641
488,tupiza,-21.45,-65.7167,289.37,64,100,2.89,BO,1704766643
489,arraias,-12.9288,-46.9437,293.42,95,97,1.29,BR,1704766644
490,ouani,-12.1322,44.4258,300.23,79,100,1.39,KM,1704766645
491,toliara,-23.35,43.6667,298.92,86,2,1.44,MG,1704766647
492,ndjole,-0.1783,10.7649,296.66,99,43,0.82,GA,1704766648
493,idrinskoye,54.3708,92.1358,264.79,96,100,1.83,RU,1704766649
494,borzya,50.3833,116.5167,247.17,100,85,1.01,RU,1704766569
495,fort saskatchewan,53.7168,-113.2187,260.58,85,85,1.03,CA,1704766651
496,basoko,1.2391,23.616,295.83,49,78,1.46,CD,1704766652
497,talakan,50.3167,130.3667,247.9,91,77,1.86,RU,1704766654
498,praia,14.9215,-23.5087,296.18,70,100,4.34,CV,1704766655
499,tromso,69.6496,18.957,277.16,87,75,8.23,NO,1704766656
500,puerto baquerizo moreno,-0.9,-89.6,297.44,89,100,5.19,EC,1704766658
501,xudat,41.631,48.681,279.19,89,100,2.76,AZ,1704766660
502,rokytne,51.2796,27.214,259.2,83,5,2.16,UA,1704766661
503,cold lake,54.4502,-110.2017,255.12,92,100,2.06,CA,1704766662
504,tranqueras,-31.2,-55.75,293.4,96,4,1.4,UY,1704766663
505,karratha,-20.7377,116.8463,310.24,21,3,5.55,AU,1704766664
506,sitka,57.0531,-135.33,275.09,87,0,2.57,US,1704766666
507,timimoun,29.2639,0.231,278.36,28,4,2.06,DZ,1704766667
508,urumqi,43.801,87.6005,255.68,85,73,1.0,CN,1704766409
509,dzhetygara,52.1908,61.2006,246.94,95,99,2.0,KZ,1704766668
510,onguday,50.75,86.15,270.33,78,100,3.89,RU,1704766669
511,brazil,39.5237,-87.125,276.7,79,100,6.7,US,1704766670
512,merizo village,13.2658,144.6691,303.0,77,34,8.9,GU,1704766671
513,andergrove,-21.0833,149.1833,304.06,77,100,3.98,AU,1704766672
514,naryn,41.4287,75.9911,259.57,70,39,3.41,KG,1704766673
515,sao francisco de paula,-29.4481,-50.5836,293.73,94,100,0.98,BR,1704766674
516,suzun,53.7841,82.3116,259.83,87,100,7.36,RU,1704766675
517,abeche,13.8292,20.8324,291.96,19,2,3.85,TD,1704766676
518,sos'va,59.1766,61.8558,257.07,93,100,4.02,RU,1704766677
519,ceeldheer,3.8488,47.1806,296.64,69,86,8.31,SO,1704766679
520,akom ii,2.7833,10.5667,293.93,99,46,0.84,CM,1704766679
521,prince rupert,54.3161,-130.3201,277.2,93,100,8.75,CA,1704766627
522,murici,-9.3067,-35.9433,299.31,91,49,1.87,BR,1704766682
523,jinchang,38.4953,102.1739,271.48,27,0,0.39,CN,1704766683
524,roma,43.2128,-75.4557,274.79,96,100,2.06,US,1704766684
525,same,-4.0667,37.7333,293.32,92,89,2.31,TZ,1704766685
526,howard springs,-12.497,131.047,302.58,88,72,2.28,AU,1704766686
527,qarazhal,48.0078,70.7903,258.64,94,82,0.73,KZ,1704766688
528,askiz,53.1319,90.5264,268.56,78,100,5.4,RU,1704766690
529,papao,-17.75,-149.55,303.97,85,20,7.84,PF,1704766691
530,nogliki,51.8333,143.1667,253.34,85,6,4.47,RU,1704766692
531,taroa,8.7058,171.2275,300.75,69,91,7.33,MH,1704766693
532,coyhaique,-45.5752,-72.0662,283.12,71,100,1.54,CL,1704766549
533,marly,50.3456,3.5496,270.77,81,87,5.61,FR,1704766696
534,page,36.9147,-111.4558,275.03,41,0,2.57,US,1704766425
535,fort abbas,29.1925,72.8536,283.68,48,58,2.4,PK,1704766697
536,dakhla,23.6848,-15.958,291.41,77,100,5.68,EH,1704766698
537,yatou,37.15,122.3833,276.27,68,100,1.38,CN,1704766699
538,uzgen,40.7699,73.3007,275.28,52,10,2.91,KG,1704766700
539,ta`u,-14.2336,-169.5144,301.21,76,69,2.78,AS,1704766508
540,boda,4.3189,17.4695,293.63,25,60,1.12,CF,1704766702
541,fougamou,-1.2154,10.5838,296.92,97,98,0.62,GA,1704766703
542,huercal-overa,37.389,-1.9454,282.72,50,99,1.08,ES,1704766704
543,ilongero,-4.6667,34.8667,289.49,96,100,1.14,TZ,1704766705
544,siocon,7.7061,122.1353,302.19,74,81,0.56,PH,1704766706
545,zambezi,-13.5432,23.1047,291.56,96,100,1.87,ZM,1704766707
546,carutapera,-1.195,-46.02,298.47,86,100,3.0,BR,1704766709
547,lae,-6.7221,146.9847,305.27,61,100,3.76,PG,1704766710
548,lubang,13.8584,120.124,299.97,81,9,7.35,PH,1704766712
549,noyabrsk,63.1994,75.4507,253.84,96,100,7.15,RU,1704766712
550,sampit,-2.5333,112.95,302.26,73,100,0.44,ID,1704766713
551,sydney mines,46.2367,-60.2177,270.93,77,100,7.2,CA,1704766714
552,astorga,-23.2325,-51.6656,300.48,40,52,2.41,BR,1704766716
553,zhongshu,24.5167,103.7667,284.92,65,0,1.59,CN,1704766717
554,shimoda,34.6667,138.95,284.35,52,2,9.88,JP,1704766717
555,saint-louis,16.3333,-15.0,295.01,13,83,2.83,SN,1704766719
556,tra vinh,9.9347,106.3453,301.42,66,66,4.85,VN,1704766720
557,waingapu,-9.6567,120.2641,304.01,67,79,2.5,ID,1704766721
558,owase,34.0667,136.2,282.73,41,0,0.93,JP,1704766539
559,nadi,-17.8,177.4167,305.15,62,75,5.14,FJ,1704766722
560,margate,51.3813,1.3862,274.65,73,55,2.68,GB,1704766723
561,mineiros,-17.5694,-52.5511,294.6,94,100,1.69,BR,1704766724
